Id,NewsTitle,MatchedWords,Score,Polarity
1609,"BATTLES FLARE NEAR SOUTHERN BEIRUT CAMPS",flare,-1,Negative
1610,"SOUTH AFRICAN OUTLOOK SEEN BRIGHTER LIBERTY LIFE","brighter, liberty",2,Positive
1611,"MALAYSIAN FUND TO BE LAUNCHED IN US IN MAY",,0,Neutral
1612,"INDONESIAN INFLATION RATE 88 PCT IN 198687",,0,Neutral
1613,"UK MONEY MARKET GIVEN 53 MLN STG ASSISTANCE",,0,Neutral
1614,"COUPON CUT ON KEIHANSHIN REAL ESTATE WARRANT BOND",,0,Neutral
1615,"SAN MIGUEL DEAL HIT BY MORE LAWSUITS",,0,Neutral
1616,"RAIN BOOSTS CENTRAL QUEENSLAND SUGAR CANE CROP",,0,Neutral
1617,"FRENCH TRADERS FORECAST EC SUGAR TENDER",tender,1,Positive
1618,"PHILADELPHIA SEES CURRENCY OPTIONS TRADE IN ASIA",,0,Neutral
1619,"THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM",,0,Neutral
1620,"ITALYS LA FONDIARIA TO REPORT HIGHER 1986 PROFITS",,0,Neutral
1621,"NATIONAL BANK MORTGAGE ISSUES CANADIAN DLR BOND",issues,-1,Negative
1622,"NICKEL PRICES UNLIKELY TO RISE MUCH  SHEARSON",unlikely,-1,Negative
1623,"HONG KONG PROVIDES NEW GUARANTEE FOR MTRC DEBTS","debts, guarantee",0,Neutral
1624,"HIGHER 1986 PROFIT FOR DUTCH CHEMICAL FIRM DSM",,0,Neutral
1625,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",fall,-1,Negative
1626,"CINCINNATI BELL CSN STARTS AUXTON AUXT BID",,0,Neutral
1627,"CALIFORNIA BIOTECH CBIO SEES 1ST QTR LOSS",loss,-1,Negative
1628,"PALL CORP PLL SETS QUARTERLY DIVIDEND",,0,Neutral
1629,"JAPAN DIVISION OF LABOUR WITH ASIA URGED",,0,Neutral
1630,"BOTSWANA APPEALS FOR DROUGHT AID",drought,-1,Negative
1631,"UK GOVT TO INJECT 283 MLN STG INTO ROLLS ROYCE",,0,Neutral
1632,"CALIFORNIA MOVES AGAINST KMG MAIN HURDMAN",,0,Neutral
1633,"IRAN MOUNTS FRESH ATTACKS ON IRAQ NEAR BASRA","attacks, fresh",0,Neutral
1634,"OECD URGES GERMANY TO STEP UP AID",,0,Neutral
1635,"UNILEVER SEEKS BUYER FOR STAUFFER CHEMICAL",,0,Neutral
1636,"ASEAN SHOWS MIXED PERFORMANCE IN 1986",,0,Neutral
1637,"CONRAC CORP SAID IT HAS ENTERED TALKS ON ITS ACQUISITION WITH SEVERAL PARTIES",,0,Neutral
1638,"BRITAIN JAPAN CLASH OVER STOCK MARKET ACCESS",clash,-1,Negative
1639,"CANADIAN AIRLINES TO PURCHASE SIX BOEING 767 AIRCRAFT",,0,Neutral
1640,"ALLIED SIGNAL ALD FIBERS UNIT SETS RESEARCH",,0,Neutral
1641,"VARIAN VAR GETS TOSHIBA CORP CONTRACT",,0,Neutral
1642,"ASIX SYSTEMS GETS MORE FINANCING",,0,Neutral
1643,"CONRAC CAX IN MERGER TALKS WITH SEVERAL",,0,Neutral
1644,"TOP FRENCH BANKER SEES CHINA FOREIGN DEBT VERY LOW","top, debt",0,Neutral
1645,"JAPANS LDP URGES MORE IMPORTS OF 12 FARM ITEMS",,0,Neutral
1646,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES",,0,Neutral
1647,"TANZANIA RAISES PRICES TO KEEP BUDGET DEFICIT DOWN",,0,Neutral
1648,"COMPUTER RESEARCH INC CORE 2ND QTR FEB 28 NET",,0,Neutral
1649,"NMR CENTERS NMRC STARTS BUILDING IMAGE CENTER",,0,Neutral
1650,"NO SPECIAL CHECKS AT GERMAN BANKS BECAUSE OF VW",,0,Neutral
1651,"AUSTRALIAN FOREIGN SHIP BAN ENDS",,0,Neutral
1652,"RUBBERMAID INC 1ST QTR SHR 28 CTS VS 22 CTS",,0,Neutral
1653,"INDEPENDENT CHAIRMAN FOR DUTCH CARGO DISPUTE",dispute,-1,Negative
1654,"ELECTRO RENT CORP ELRC 3RD QTR FEB 28 NET",,0,Neutral
1655,"BOEING BA UNIT CHOOSES UNDUCTED FAN ENGINE",,0,Neutral
1656,"RUBBERMAID INC RBD 1ST QTR NET",,0,Neutral
1657,"WTC INTERNATIONAL INC WAF 4TH QTR FEB 28 NET",,0,Neutral
1658,"UK MONEY MARKET GIVEN FURTHER 166 MLN STG HELP",,0,Neutral
1659,"MEAD CORP 1ST QTR OPER SHR 109 DLRS VS 67 CTS",,0,Neutral
1660,"CANADIAN AIRLINES TO PURCHASE SIX BOEINGBAJETS",,0,Neutral
1661,"RUBBERMAID RBD SEES CONTINUED IMPROVEMENT",improvement,1,Positive
1662,"CAYUGA SAVINGS BANK CAYB 1ST QTR NET",savings,1,Positive
1663,"JOHNSTOWN SAVINGS BANK FSB JSBK 1ST QTR NET",savings,1,Positive
1664,"HOME SAVINGS AND LOAN ASSOCIATION INC HSLD",savings,1,Positive
1665,"GEODYNAMICS CORP GDYN 3RD QTR FEB 27 NET",,0,Neutral
1666,"NORTH STAR URANIUM INC CHANGES NAME",,0,Neutral
1667,"GREAT LAKES CHEMICAL GLK TO BUILD NEW PLANT",great,1,Positive
1668,"SWEDISH UNEMPLOYMENT STEADY IN MARCH",steady,1,Positive
1669,"COMPAQ CPQ EXPECTS HIGHER FIRST QUARTER NET",,0,Neutral
1670,"CHRISTIAN DEMOCRAT MINISTERS RESIGN",,0,Neutral
1671,"MACOM MAI ENDS CHIEF OPERATING OFFICER POST",,0,Neutral
1672,"IU INTERNATIONAL IU TO SELL INSURANCE UNITS",,0,Neutral
1673,"COLOROCS CLRX EXTENDS WARRANT EXERCISE PERIOD",,0,Neutral
1674,"MASON BEST FORMS ENERGY HOLDING COMPANY",best,1,Positive
1675,"CXR TELCOM CORP CXRL 3RD QTR MARCH 31 NET",,0,Neutral
1676,"PROXMIRE OUTLINES INSIDER TRADING LEGISLATION",,0,Neutral
1677,"HELEN OF TROY CORP HELE 4TH QTR FEB 28 NET",,0,Neutral
1678,"BANKERS TRUST BT PUTS BRAZIL ON NONACCRUAL",trust,1,Positive
1679,"FIRST MERCANTILE CURRENCY FUND INC 1ST QTR NET",,0,Neutral
1680,"UK INTERVENTION BD SAYS EC SOLD 118350 TONNES WHITE SUGAR AT REBATE 46496 ECUS",,0,Neutral
1681,"STOLTENBERG SEES MOVES TO STRENGTHEN PARIS ACCORD",,0,Neutral
1682,"UK INTERVENTION BOARD DETAILS EC SUGAR SALES",,0,Neutral
1683,"FORD EXTENDS INCENTIVE PROGRAM ON LIGHT TRUCKS TO APRIL 30 FROM APRIL SIX",,0,Neutral
1684,"NORANDA TO SELL 150 MLN DLRS IN DEBENTURES",,0,Neutral
1685,"BACHE SECURITIES CANADA BUYS TORONTO EXCHANGE SEAT FOR 301000 DLRS",,0,Neutral
1686,"MAFINA BOND WITH WARRANTS SET AT 250 MLN SFR",,0,Neutral
1687,"MEAD MEA EXPECTS IMPROVED EARNINGS THIS YEAR",improved,1,Positive
1688,"ENDOTRONICS SEEKS TO ESTABLISH 2ND QTR RESERVE",,0,Neutral
1689,"AMERTEK INC ATEKF 1ST QTR NET",,0,Neutral
1690,"COMSTOCK GROUP CSTK SELLS PREFERRED STOCK",,0,Neutral
1691,"QVC NETWORK QVCN CLARIFIES AGREEMENT",agreement,1,Positive
1692,"ALEX BROWN INC ABSB 1ST QTR MARCH 27 NET",,0,Neutral
1693,"EQUITABLE RESOURCES EQT FILES UNIT OFFERING",equitable,1,Positive
1694,"TOWN AND COUNTRY JEWELRY MANUFACTURING TCJC",,0,Neutral
